record_id,title,segment_index,segment_word_count,assigned_agent,narrative_score,materials_score,narrative_matches,materials_matches,list_markers,is_ambiguous,classification_reason,text
/2020601/https___1914_1918_europeana_eu_contributions_10329,FRAD066_091 Georges Dubos et Marcel Vincent | Documents of Georges Dubos and Marcel Vincent,1,141,narrative,5,4,5,2,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Georges Dubos is from Gironde. An orphan, he was raised by his great-aunt. He studied violin at the Bordeaux Conservatory. Belonging to the 1917 class, he benefited from a reprieve for health reasons until 1918. On the front (Seine-et-Marne), a comrade made him a violin from a cigar box. We see him playing in the photographs, he also mentions it in his war diary During the war, he met Marcel Vincent: they became friends, so much so that Georges Dubos went on leave with his comrade in the family of this last. There he met his sister Yvonne: they married in 1925, the time Georges made a ""situation"". On his return from the war, he gave up the violin, if not for his leisure, and entered the administration. Marcel Vincent also survived the war; he was gassed which caused him emphysema."
/2020601/https___1914_1918_europeana_eu_contributions_10334,Lettre du Commandant Ménétrier | Letter about Commandant Ménétrier,1,84,narrative,2,2,1,1,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Major Louis Menetrier was squadron leader in the 61st artillery regiment. An officer of great value, he was killed in action on September 8, 1915. A letter sent four months after his death evokes a reconnaissance ride on horseback in the springtime and seemingly unreal atmosphere of this war, and the health of his men and the 500 horses for which he was responsible. He was cited twice in the orders of the Army and was made a member of the Legion of Honor."
/2020601/https___1914_1918_europeana_eu_contributions_10352,FRAM - Une relève à la Laufée | Souvenirs from La Laufée,1,41,narrative,2,2,2,1,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","My grandfather's booklet recounts an assault in Verdun on July 13, 1916. When he returns from the front, he writes his stories on his own and has them printed for his relatives. This story is dedicated to Lieutenant-Colonel Chombard de Lauwe"
/2020601/https___1914_1918_europeana_eu_contributions_10354,FRBNBU-108 Un suédois au service de la France | Knut William Mattson a physiotherapist in France service,1,109,narrative,3,2,3,1,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Story told by Germaine Mattson, daughter-in-law of Knut William Mattson (medical doctor in Sweden whose diploma had not been recognized in France). Although not mobilized, being Swedish and married to a Franco-Swedish woman and living in Paris, he had deemed it his duty to make himself available to the country at war which had welcomed him. He therefore offered his services to the Red Cross as a masseur for the wounded from August 2, 1914 to November 11, 1918, which entitled him to the commemorative medal of the great war for the good care given to the wounded in CRF ambulances and in the ambulances of the Rothschild family."
/2020601/https___1914_1918_europeana_eu_contributions_10390,"FRAD087_062-""Notes de voyage"" de Martial Daigueperse | Diary and documents from Martial Daigueperse",1,182,materials,7,8,7,4,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Story of Martial Daigueperse told by his granddaughter. Martial Daigueperse was the only son of a coachman living in Saint-Germain-les-Belles (Haute-Vienne) and a servant born in Bujaleuf (Haute-Vienne). He learned the profession of typographer and worked in Limoges at the Bontemps printing works, specializing in scientific works. He worked there while on leave. During the war, he was a gunner serving in the 34th Artillery Regiment. The war saw him pass through Champagne, and he fought in particular at Verdun, without being injured. Martial Daigueperse kept a diary, written in pencil on two notebooks, which he called ""Notes de voyage"". This diary covers the period 1914-1919, from his departure from Limoges until his return from the front. He observes daily life at the front, adopting a very neutral tone. He describes the construction of the shelters, the cooking he often does for the group to which he belongs, the German attacks, the news he receives, the permissions, the climate and his fatigue, the attacks to retake Fleury and Thiaumont. Martial Daigueperse died around 1967. His notebooks were fully transcribed by his granddaughter."
/2020601/https___1914_1918_europeana_eu_contributions_10430,"Brief van Omer De Backer aan zijn vader, geschreven aan het front in Pervijze (12/11/1914) | Letter from Omer De Backer to his father, written from the front in Pervijze (12/11/1914)",2,36,narrative,2,2,2,1,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.",Copy of a letter from Omer de Backer to his father Leopold (constable in Beveren aan de Yser) from the front in Pervijze on 12 November 1914 on the occasion of his name day (15 November)
/2020601/https___1914_1918_europeana_eu_contributions_10434,AMSM-009_1 : Le journal de route de mon grand-père | The Journal of Onesime Maupiller,1,243,narrative,8,8,8,4,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","I still have this little diary from my grandfather. He had given it to my father and it is from him that I now have it. My grandfather was called Onesime MAUPILLER and was a farmer in Saint Sauveur before the war. Moreover, he will become so again on his return from the war, in the same commune. He was incorporated on August 3, 1914 as a driver in the 49th artillery regiment, 1st colonial corps of Poitiers, 33rd section of colonial MI. I know very little about my grandfather and what his life was like in the war because he lived far from us. The distance, the character of my grandfather and my young age were not in favor of a discussion between him and me on this episode of his life. All that remains for me to relate to his story is this notebook, of which I cannot explain why it stops after the period 1914-1915, when I know that he remained at the front until 1918. .I think he wrote this notebook over the course of the war. It reads at the beginning ""Recollection of the 1914 campaign, as if he thought the war would only last a year. Then the year 1915 was added. I think then he stopped keeping his diary. Among the things that I noted, there is this short passage in which he writes of having found a German in the forest, hanged with his belt."
/2020601/https___1914_1918_europeana_eu_contributions_10459,"AMSM-017_1 : Mon grand-père, ce hussard. | Barthélémy Rey's Picture And Letters From The Front",1,206,narrative,7,6,5,3,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","My grandfather, Barthélémy REY, was born on March 13, 1881 in Saint Félix in Haute-Garonne. He was a winegrower before being mobilized in 1914. When his house was sold, we found a set of documents belonging to him relating to his participation in the conflict. It was in a way a discovery for me, because at home we finally talked about him very little and even less about the war, I just know that he would have been exposed to gas but I don't know under what conditions or in what proportions. He was very attached to his vineyard, and this can be seen in particular in his correspondence with his parents. He speaks just as much about the vine as about the war and his family when she writes to him, also speaks about the vine. Among his functions, I know that my grandfather was a trumpet. And what is surprising is that one of his cousins was too, as we can read in one of his letters. All these documents, I found them at the sale of my grandfather's house. I felt quite a strong emotion when I discovered their content, this image of a daily life which has not ceased despite the war."
/2020601/https___1914_1918_europeana_eu_contributions_10459,"AMSM-017_1 : Mon grand-père, ce hussard. | Barthélémy Rey's Picture And Letters From The Front",2,4,narrative,0,0,0,0,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.",Photography ; Correspondence; Conscript Ephemeris.
/2020601/https___1914_1918_europeana_eu_contributions_10490,AMSM-021_1 : Le retour d'Orient de mon grand-père | Eugène Fresia's return from the Orient,2,1,narrative,0,0,0,0,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.",Roadmap
/2020601/https___1914_1918_europeana_eu_contributions_10614,"FRAD067-206 Quelques bribes du parcours de Victor Heymes (La Wantzenau, Bas-Rhin, 1889-1979) (armée allemande) | Postcards from Victor Heymes",1,236,narrative,4,4,4,2,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Marcel Heymes, his eldest son (1912-2013), was perhaps not unaware of why Victor Heymes (1889-1979) lacked a finger joint. His grandson never knew, reduced to imagining that he could have been mutilated during the First World War. But neither the 4 postcards that he kept, nor the consultation, in the Departmental Archives of Bas-Rhin (classification mark 844 D 164), of Victor Heymes' individual Veteran's file, provide an answer on this subject. .. Private, mobilized from August 2, 1914 to November 11, 1919 (sic), Victor Heymes was admitted to the benefit of the combatant's retirement in April 1940, after having asserted his participation in the fighting between the Narjowka and Zlota-Lipa rivers (Ukraine), from November 6 to 14, 1916 (then belonging to 5. Komp. Res. Infanterie Regt 5), in front of Jakobstadt and Kreuzburg (Latvia (?)), from July 2 to November 9, 1917, and in front of Reims, from 15 November to December 1, 1917 (then belonging to 3. Komp. Infanterie Regt 400). The two dated postcards that have come down to us, addressed by him on 07/24/1916 to his wife Sophie, and received by him from an acquaintance writing from Kilstett (Bas-Rhin) on 04/26/1918, tell us nothing more, except that he was stationed on this last date, with the 5. Komp. 1 Ers. Batl. Infantry Reg. 161, in Düren (North Rhine-Westphalia). Snippets of a journey that would require, to be better understood, additional investigations..."
/2020601/https___1914_1918_europeana_eu_contributions_10654,FRAN-PI-38 Histoire du volontaire Marcel Jean Eugène Migot | Marcel Migot' story,1,226,materials,11,12,10,6,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","House painter, Marcel Jean Eugène Migot is the son of Victor Edouard Migot and Clémence Anne Fougerol. Married to Germaine Berthe Filon, he has a daughter, Nicole Migot. Called on April 12, 1915 in Vannes (Meucon camp), he volunteered to join the front with the 116th infantry regiment, within the 29th Company. He was hospitalized twice: the first time, in Toulouse, from September 16 to December 20, 1916, following a concussion, and the second time, in Chateaudun, for a wound made in the thorax, when he fought at the Chemin des Ladies. Although he was seriously injured, he nevertheless returned to the front in 1918, once his convalescence was complete. His courage is rewarded with numerous decorations: Legion of Honor, military medal, war cross with palms (2 citations), combatant's cross, Verdun medal, Saint-Mihiel medal, medal of the Survivors of Aisne, medal of the wounded, silver and bronze medal of the voluntary combatants. After his return from the front, he wrote a lot about the war. Some of his texts are kept in the municipal archives of Saint-Denis. Others have been published, in particular Le Ravin de Veaudoine (in: Journal of the voluntary combatants). He also participated in the collective work Verdun: history of the fights which were fought from 1914 to 1918, on both banks of the Meuse, directed by Jacques Péricard and published in 1933."
/2020601/https___1914_1918_europeana_eu_contributions_10689,FRAD087_042-Avant le départ pour la guerre. Juillet 1914. Jean MONTASTIER | Jean Monstatier's photography,1,45,narrative,1,0,1,0,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.",Jean Montastier was a saddler-saddler before the war. He recruited in 1914 in the 4th regiment of hunters then the 28th regiment of dragoons to deal with equestrian equipment. He was sent to the Italian front and was present during the Piave offensive in 1918.
/2020601/https___1914_1918_europeana_eu_contributions_10743,"FRAD078-01_1 Léon Ottenheim, la passion de la photographie | Léon Ottenheim, fond of photography",2,21,materials,1,2,1,1,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Glass plates and their boxes, presenting the ruins of the city of Reims after the war, as well as family photos."
/2020601/https___1914_1918_europeana_eu_contributions_10745,"FRAD062_032 - Ernest Gaaeremynck, 1914-1919. | FRAD062_032 - Ernest Gaaeremynck, 1914-1918.",1,88,materials,1,2,1,1,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Testimony collected from Marie-Paule Bontems, as part of the Great Collection operation on November 16, 2013, about her maternal grandfather Ernest Joseph Gaeremynck. ""Knew by his calm and composure to ensure the supply of ammunition to his team despite the most violent bombardments with asphyxiating and large-caliber shells. perilous."" AD Nord, Lille office, class 1910, registration number 3218. He told his granddaughter an episode that had particularly saddened him: the death of his horse, to which he was particularly attached, following the shooting of a shell at Verdun."
/2020601/https___1914_1918_europeana_eu_contributions_10752,FRAD087_086-Correspondance du soldat Mousnier | Story of the soldier Jean-Martin Mousnier,2,12,materials,1,2,1,1,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.",Three postcards addressed by Jean Martin Mousnier to his sister Jeanne (1915)
/2020601/https___1914_1918_europeana_eu_contributions_10761,FRAD062_075 - Charles Louis (1896-1955). | Document from Louis Charles (1896-1955),1,82,narrative,4,4,2,2,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Testimony collected from Alain Claude Debombourg, as part of the Great Collection operation of November 16, 2013, concerning his maternal grandfather Charles Louis: Charles Louis was born in 1896 (he had origins in Lyon and Piedmont). Artillery non-commissioned officer under the orders of Pétain in Verdun. He belonged to the 37th Army Corps, 8th Battery, 3rd Gun. He made 38 firing positions according to what we can read in the document. Charles Louis didn't really tell the stories of the Great War."
/2020601/https___1914_1918_europeana_eu_contributions_10775,AMSM-019_2 : Marius et Léon JAYNE | Marius and Léon Jayne at the Front,1,229,narrative,11,10,11,5,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Marius and Léon JAYNE are the two brothers of my grandmother Caroline JAYNE. Both died for France at the front. I have no memories because my aunts Louise and Joséphine were too upset to talk about it. On the site ""Memory of Men"", I present to you Marius and Léon JAYNE. Marius Julien Séraphin JAYNE born on January 27, 1891 in Ollioules, was a sergeant in the 1st company, 173rd Infantry Regiment, died for France on April 24, 1915 in Bois Buchot (Meuse) killed by the enemy. His brother Léon Jean JAYNE born on August 21, 1892 in Ollioules, was 2nd class in the 3rd Infantry Regiment, died for France on September 20, 1914 in Béthincourt (Meuse) missing in action. I had a photo of my two great-uncles during their class in Bonifacio (Corsica) then also a correspondence between the parents and their son, unfortunately when reading these letters, Marius died 3 days after his letter and Léon died 8 days later his last letter. After the return of a letter to one of their sons, my desperate great-grandparents speak in German to the enemy General Staff to have news of their sons at the front. The disappearance of my great-uncles was still a shock by these sad facts, which is why we didn't talk about it in my maternal family. See the story of Pierre IMBERT, Louise JAYNE"
/2020601/https___1914_1918_europeana_eu_contributions_10794,Ledermappe mit Fotos und Dokumenten von Wilhelm Große Munkenbeck | Leathercase with photos and documents of Wilhelm Große Munkenbeck,1,266,materials,11,12,9,6,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Wilhelm (Willy) Große Munkenbeck from Bochum-Stiepel (August 23, 1890 - April 23, 1968) probably studied economics in London before the war. It is not known whether he volunteered for military service or was drafted. He was stationed as vice sergeant of the Bavarian Foot Artillery Battery No. 281 in the Lille/France area and later as a pilot in the 1st Royal Bavarian Flieger-Ersatzabteilung 1 in Schweissheim/Bavaria, where he probably stayed until 1918, as did his pilot's license , issued on February 16, 1918. His tasks included above all reconnaissance flights, on which he made numerous aerial photographs of militarily important areas on the western front, especially in France. Wilhelm regularly wrote postcards to his family in Bochum, and at one point during the war, as the family history relates, he found an opportunity to visit his parents in the Ruhr area. During a plane transfer, he threw the following message over the family home in Stiepel: ""I'll be having coffee soon"" and landed his plane in a nearby stubble field. After the coffee break, the plane was brought back into position with the help of a team of horses and Wilhelm Große Munkenbeck flew back to Munich. During one of his missions, he was wounded and sustained a bullet wound in his leg, but otherwise survived the war physically unharmed. The Grosse Munkenbeck family worked in agriculture. From 1951 until it was closed down in 1965, Wilhelm Große Munkenbeck operated the small colliery ""Mit Gott dared"" in Bochum. The bundle includes a collection of weapons, numerous photos, medals and uniform parts as well as other documents."
/2020601/https___1914_1918_europeana_eu_contributions_10860,FRAD085-014 Journal de guerre d'Alfred Bonnaud | Alfred Bonnaud's diary,1,176,narrative,0,0,0,0,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","When General Mobilization was decreed on August 2, 1914, Chief Warrant Officer Alfred Bonnaud had been serving for 17 years in the 35th Field Artillery Regiment based in Vannes (Morbihan). The first engagement of his battery took place in Maissin, Belgium, on August 22. For almost four years, Alfred took part in all phases of the war. On November 3, 1914, he changed assignments within the 1st battery. He takes command of the echelon, ie he leaves the firing battery to join the group in charge of battery support and logistics. On August 4, 1915, the 35th RAC was relieved, and Alfred went on leave for the first time. Direction Vannes, then Vix (Vendée). From November 1, 1917, Alfred was recalled to the gun battery to perform the duties of gunnery officer, then battery commander. Directed to the interior on April 11, 1918, it did not take part in the last battles. Admitted to retirement in 1920, he retired to Vix (Vendée). See the biographical note of Charles Julien Alfred Bonnaud in the Dictionary of Vendeans"
/2020601/https___1914_1918_europeana_eu_contributions_10922,AMSM-027_1 : Documents de mémoire | Nazaire François Prat's Medical Records from WWI,1,127,narrative,5,4,5,2,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","My maternal grandfather Nazaire François Prat born on 8-07-1874, from the recruitment class of 1894, had been wounded in the foot on 9/06/1918, and gassed in the war. He went to different hospitals, Angers on 06/11/1918, Toulouse on 06/21/1918, at the Roanne reform center on 12/4/1918. He lived in Six-Fours where he died in 1934 at the age of 60. Intoxicated by gas, with emphysematous type breathing and sclerosis, the doctor gave the right to a pension following the infirmity. My mother didn't tell me about it. I looked for these documents, my mother couldn't throw them away! Through this contribution, the soldiers are not forgotten and the documents bear witness to a painful aftermath of the 1914-1918 war."
/2020601/https___1914_1918_europeana_eu_contributions_10922,AMSM-027_1 : Documents de mémoire | Nazaire François Prat's Medical Records from WWI,2,9,narrative,0,0,0,0,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","8 pieces concerning injury, evacuation, reform centers, convalescent leave."
/2020601/https___1914_1918_europeana_eu_contributions_10927,"FRAD043 - Louis Gérentes, cycliste du colonel | Louis Gérentes, colonel's cyclist",2,11,narrative,1,0,1,0,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.",Correspondence of Louis Gérentes with his wife Joséphine and his daughters
/2020601/https___1914_1918_europeana_eu_contributions_10929,FRAD078-05 Le décès du capitaine Edmond Rousseau | Death of Edmond Rousseau,1,158,materials,5,6,4,3,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","The contributor is the grandson of Captain Edmond Rousseau. His story was told to him by his mother. The author of the letters is the captain himself, who died during the war. The photo was taken around 1902. "" Edmond Rousseau was Captain in the 34th Colonial Infantry Regiment (based in Toulon), born April 17, 1872 in Boulogne-sur-Mer, he married January 23, 1902, to Madeleine Huret. In 1914 he had two daughters, Gabrielle 12 and Suzanne 8. He was mobilized from the first day, and left on Sunday August 2, 1914. In his hasty departure, he forgot his kepi (which he file), but urgently asks that the photos of Madeleine, Gaby and Suzon be sent to him in Toulon, whom he is very irritated at not having taken with him. In Paris, Aunt Marie Piriou, a cousin of Madeleine, l accompanies him to the Gare de Lyon, and stays with him until the train leaves at 2 p.m."
/2020601/https___1914_1918_europeana_eu_contributions_10947,"FRAD067-102 Albert Daltroff, Mosellan engagé dans l'armée allemande, correspond avec sa fiancée | Documents from Jean Daltroff",1,163,narrative,4,4,4,2,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Albert Daltroff, Mosellan, born in Montigny-les-Metz on July 22, 1885, was engaged in the German army in 1914, as a private. He corresponded between 1915 and 1918 with Léa Jacob, a resident of Vantoux (Wanten bei Metz) - with whom he became engaged just before the war and who would become his wife after the war. All the sendings from Albert Daltroff to his fiancée represent some 240 postcards. The views and dates of the few maps presented make it possible to globally reconstruct his journey: in July 1915, he was at Wesel, the assembly point for the German troops for the Western Front; in April 1916, he probably wrote from around Lille; sent to the eastern front, he found himself in Stettin (now Poland) in July 1916 and June 1917; in April 1918 he lived in Turek (now Poland). A translation project currently being developed for this correspondence, which his historian grandson, Jean Daltroff, plans to study, will provide details of this journey."
/2020601/https___1914_1918_europeana_eu_contributions_10966,"FRAD067-167 Franz Xavier Host, Alsacien engagé dans l'armée allemande, correspond avec les siens | Documents from Gérard Host",1,499,narrative,9,8,9,4,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","Franz Xavier Host, Alsatian born December 2, 1885 is engaged in the field artillery of the German army from August 9, 1914 to November 25, 1918 as a private 2nd class. He gave news of the front to his relatives by regularly sending postcards and photographs addressed to his wife Amalia, his children and his father Joseph and recorded some personal memories of the period 1915-1917. His career can be reconstructed with the help of his ""Militärdienstzeit Bescheinigung"", issued on October 18, 1935 by the Reischsarchivzweigstelle of Stuttgart and appearing in his file as a veteran of the ONAC (transferred to the Departmental Archives of Bas-Rhin, 844 D 177): mobilized from August 3, 1914, he had several successive assignments: first assigned to the 15th army corps, in the infantry, in an ammunition column, he was sent, on August 31, 1915, to the Lazarett because of ""Kniegelenksentzündung"". He was sent on November 10, 1915 to the 3. Ers. beat Felda. Rgt n°80; from March 31, 1916, he was assigned to the 3. Ers. beat Felda. Rgt n°51, then from April 3, 1916, in the L. Munitions Kolonne II. Abtg. Felda. Rgt n°51. On April 28, 1916, he was sent to the Lazarett ""mit Gelenkrheumatismus""; on June 21, 1916, he was sent back to the 3. Ers. beat Felda. Rgt n°51. Finally, from July 22, 1917 until November 23, 1918, the date of his demobilization, he was assigned to Flakbattr. No. 518 (anti-aircraft battery), in the artillery. His participation in several campaigns or his presence for more than two months in war zones are also reported: from October 30 to November 24, 1914, he took part in the battle near Ypres; from January 1 to August 31, 1915, to positional battles on the Yser; from April 3 to April 24, 1916, at the Battle of Verdun; from July 23 to December 31, 1917, to the battle and fighting in Flanders; from January 1 to November 11, 1918, the fighting in Flanders, the battle for Kemmel Hill, the fighting near Ypres, the fighting and the battle in Flanders. The second class Iron Cross was awarded to him on November 14, 1917. According to his correspondence, in January 1915 he was in Kortrijk (Belgium), in February–June 1915 in Wevelgem (Belgium); his cards were posted from Courtrai in August-September 1915, from Ghent at the end of September 1915; he wrote from Brussels in October 1915, then found himself in Neuf-brisach (Neubreisach) in Alsace from December 1915 to February 1916. In May-June 1916, he stayed in Bad Nauheim for medical reasons; he found himself in Ostend in November 1916, from July to December 1917 in Staden and from October 1917 to April 1918 in Beverne. He passed through Berlin in April 1918 and through Brussels, Louvain and Lichtervelde in September 1918. As a grandfather, he shared his memories of the war with his grandson, Gérard Host, and gradually gave him his documents and his belongings at each visit. of war."
/2020601/https___1914_1918_europeana_eu_contributions_10971,FRAM - Pierre Coeffic | Document about Pierre Coeffic,1,41,materials,1,2,1,1,0,True,"Scores are close, so this segment should be treated as a manual-review candidate.","My grandfather Pierre Coeffic was a farmer in Keryado (Morbihan) at the Kergoal farm. Sergeant in the 65th infantry regiment, class 1910, he made the Marne, Verdun the Somme and Belgium. Wounded and gassed he obtained a citation and 5 medals."
